TIMESTAMP_START,LH,H,TA,VPD_F,SW_IN,NEE,GPP,RECO
2019-01-01 01:00:00,-1.789,-4.723,-2.183,0.488,0.0,2.3825,-1.08102,1.06739
2019-01-01 01:30:00,-2.146,13.145,-2.473,0.431,0.0,2.33309,-1.1528,1.03503
2019-01-01 02:00:00,-1.6465,-8.156,-2.271,0.463,0.0,2.3825,-1.09066,1.05751
2019-01-01 02:30:00,-2.384,0.470304,-2.416,0.548,0.0,2.33309,-1.14692,1.04135
2019-01-01 03:00:00,-5.564,0.470304,-2.41,0.456,0.0,2.33309,-1.1463,1.04202
2019-01-01 03:30:00,-3.683,1.937,-2.276,0.46,0.0,2.3825,-1.09121,1.05695
2019-01-01 04:00:00,-1.6465,-3.942,-2.415,0.379,0.0,2.33309,-1.14681,1.04146
2019-01-01 04:30:00,-1.67467,-4.227,-2.017,0.617,0.0,2.473,-1.15326,1.08616
2019-01-01 05:00:00,-1.6465,0.470304,-2.675,0.284,0.0,2.33309,-1.17356,1.01283
2019-01-01 05:30:00,-0.945,0.470304,-2.572,0.327,0.0,2.33309,-1.163,1.02412
2019-01-01 06:00:00,-1.6465,0.470304,-2.677,0.307,0.0,2.33309,-1.17376,1.01261
2019-01-01 06:30:00,-1.771,-14.177,-2.818,0.289,0.0,2.33309,-1.18814,0.997281
2019-01-01 07:00:00,-1.23,11.78,-2.882,0.344,0.0,2.33309,-1.19464,0.990366
2019-01-01 07:30:00,1.072,-5.999,-2.534,0.402,1.015,2.33309,-1.15909,1.0283
2019-01-01 08:00:00,-1.6465,1.317,-2.601,0.406,11.795,2.33309,-1.16598,1.02093
2019-01-01 08:30:00,-1.548,1.84667,-2.409,0.434,41.48,1.73852,-0.713326,1.04213
2019-01-01 09:00:00,42.7722,-5.919,-2.612,0.314,112.36,-3.43178,4.40033,1.01973
2019-01-01 09:30:00,49.591,16.8998,-1.266,0.66,204.295,-8.2405,9.23158,1.17342
2019-01-01 10:00:00,28.777,10.488,0.154,1.108,261.845,-5.01506,6.27469,1.34872
2019-01-01 10:30:00,31.75,33.006,1.139,1.446,305.975,-4.60115,6.05818,1.47818
2019-01-01 11:00:00,92.285,30.963,2.497,2.389,327.315,-3.778,5.44414,1.66822
2019-01-01 11:30:00,79.919,54.003,2.722,2.431,350.935,-2.6635,4.36485,1.70135
2019-01-01 12:00:00,43.573,111.141,3.587,3.029,358.6,-2.961,4.79291,1.83191
2019-01-01 12:30:00,36.63,145.588,3.567,2.65,352.175,-2.8818,4.71063,1.82883
2019-01-01 13:00:00,20.539,101.712,3.822,2.714,363.695,-2.961,4.82925,1.86825
2019-01-01 13:30:00,14.638,58.017,3.957,2.742,281.765,-2.248,4.13729,1.88929
2019-01-01 14:00:00,45.756,62.756,4.096,2.728,216.615,-2.02525,3.93634,1.91109
2019-01-01 14:30:00,5.116,22.687,3.81,2.475,146.85,-1.5265,3.39288,1.86638
2019-01-01 15:00:00,27.9502,31.628,3.453,2.082,143.55,-1.5265,3.33785,1.81135
2019-01-01 15:30:00,2.782,2.434,3.09,1.896,89.73,-0.899333,2.65061,1.75628
2019-01-01 16:00:00,4.55675,-1.464,2.568,1.659,20.94,2.228,-0.751681,1.67864
2019-01-01 16:30:00,-0.814,-0.941,1.81,1.295,0.52,1.606,-0.236742,1.57002
2019-01-01 17:00:00,0.418,-4.583,0.527,0.639,0.0,1.85398,-0.699634,1.39699
2019-01-01 17:30:00,-2.407,-3.573,0.237,0.601,0.0,1.6224,-0.544979,1.35938
2019-01-01 18:00:00,-1.57819,0.171542,-0.139,0.539,0.0,1.73038,-0.671308,1.31145
2019-01-01 18:30:00,0.217,-5.015,-0.569,0.371,0.0,2.01181,-0.815402,1.25779
2019-01-01 19:00:00,-1.57283,-6.167,-0.493,0.456,0.0,1.85214,-0.807765,1.26718
2019-01-01 19:30:00,-1.57283,-8.572,-0.529,0.473,0.0,1.89032,-0.811384,1.26273
2019-01-01 20:00:00,-1.59993,0.10644,-1.194,0.277,0.0,2.02575,-0.741631,1.18198
2019-01-01 20:30:00,-1.59993,-1.872,-1.033,0.227,0.0,2.34637,-0.938674,1.20126
2019-01-01 21:00:00,-1.59993,0.10644,-1.446,0.236,0.0,2.09467,-0.862954,1.15216
2019-01-01 21:30:00,0.835,0.10644,-1.228,0.247,0.0,2.02575,-0.745005,1.17794
2019-01-01 22:00:00,3.502,0.10644,-1.562,0.267,0.0,2.09467,-0.874399,1.13858
2019-01-01 22:30:00,1.199,0.10644,-1.5,0.186,0.0,2.09467,-0.868285,1.14583
2019-01-01 23:00:00,-0.209,4.008,-1.681,0.252,0.0,2.09467,-0.886113,1.12473
2019-01-01 23:30:00,-1.59993,0.10644,-1.548,0.313,0.0,2.09467,-0.873019,1.14021
2019-01-02 00:00:00,-1.59993,0.10644,-1.902,0.205,0.0,1.9035,-0.887844,1.09928
2019-01-02 00:30:00,-0.392,0.10644,-1.78,0.293,0.0,2.09467,-0.895837,1.11329
2019-01-02 01:00:00,-2.843,0.10644,-1.95,0.32,0.0,2.473,-1.14585,1.0938
2019-01-02 01:30:00,-1.67467,9.585,-2.014,0.369,0.0,2.473,-1.15293,1.08651
2019-01-02 02:00:00,0.749,0.10644,-1.911,0.414,0.0,1.9035,-0.888724,1.09825
2019-01-02 02:30:00,2.81,10.326,-1.972,0.512,0.0,2.473,-1.14829,1.09129
2019-01-02 03:00:00,0.439,-1.885,-1.725,0.679,0.0,2.09467,-0.890437,1.11964
2019-01-02 03:30:00,-6.09,13.365,-2.007,0.529,0.0,2.473,-1.15215,1.0873
2019-01-02 04:00:00,-1.214,-2.75,-2.162,0.491,0.0,1.7135,-0.447196,1.06975
2019-01-02 04:30:00,-1.511,0.470304,-2.491,0.431,0.0,2.5379,-1.34323,1.03304
2019-01-02 05:00:00,-1.6465,0.470304,-2.354,0.554,0.0,2.52447,-1.31543,1.04824
2019-01-02 05:30:00,-1.67467,0.301833,-1.977,0.821,0.0,2.473,-1.14884,1.09072
2019-01-02 06:00:00,-1.59993,0.10644,-1.781,0.902,0.0,2.09467,-0.895935,1.11318
2019-01-02 06:30:00,-1.67467,-3.021,-2.016,0.661,0.0,2.473,-1.15315,1.08628
2019-01-02 07:00:00,-1.59993,0.10644,-1.774,0.77,0.44,2.126,-1.21582,1.11398
2019-01-02 07:30:00,-10.786,10.222,-1.333,0.954,2.47,2.02575,-0.75541,1.16548
2019-01-02 08:00:00,-9.415,0.10644,-1.333,0.87,10.885,2.02575,-0.75541,1.16548
2019-01-02 08:30:00,-5.4815,-12.4895,-0.528,1.227,54.66,1.15,0.110086,1.26285
2019-01-02 09:00:00,5.87,-4.13975,-0.651,1.019,141.51,-4.44733,5.68867,1.24769
2019-01-02 09:30:00,42.092,16.247,0.798,1.531,241.435,-8.2405,9.45937,1.43264
2019-01-02 10:00:00,55.407,22.006,1.69,1.444,234.915,-8.2405,9.56683,1.55338
2019-01-02 10:30:00,87.478,34.274,2.613,2.088,302.52,-2.0475,3.73276,1.68526
2019-01-02 11:00:00,58.634,98.504,3.361,2.804,342.77,-2.7765,4.57381,1.79731
2019-01-02 11:30:00,50.16,137.941,4.679,4.185,417.285,-3.1055,5.10776,2.00226
2019-01-02 12:00:00,32.812,30.933,5.816,4.515,186.32,-2.2362,4.41333,2.17815
2019-01-02 12:30:00,33.769,29.663,5.681,4.37,222.325,-1.8942,4.06173,2.15604
2019-01-02 13:00:00,39.173,24.963,5.792,4.255,144.525,-2.17,4.09543,2.17421
2019-01-02 13:30:00,30.609,20.131,5.663,3.801,122.74,-1.749,3.91351,2.15309
2019-01-02 14:00:00,32.041,17.521,5.46,3.808,124.8,-1.80814,3.93869,2.12193
2019-01-02 14:30:00,25.739,7.794,5.582,3.892,93.055,-1.335,3.48011,2.13988
2019-01-02 15:00:00,9.189,-19.3307,5.914,3.89,72.815,-1.39925,3.48082,2.19428
2019-01-02 15:30:00,19.172,-30.154,6.582,4.631,31.69,2.33715,-0.0437086,2.30506
2019-01-02 16:00:00,19.0483,-50.6114,6.488,4.531,14.735,2.45396,-0.170865,2.28917
2019-01-02 16:30:00,19.5116,-51.7445,6.492,4.439,1.75,2.46986,-0.22057,2.28985
2019-01-02 17:00:00,21.84,-53.3866,7.087,5.113,0.435,2.51653,-0.191394,2.39134
2019-01-02 17:30:00,22.1413,-54.7761,6.978,5.045,0.55,2.51653,-0.208833,2.37259
2019-01-02 18:00:00,17.3405,-45.5563,5.485,3.423,0.76,2.52583,-0.348489,2.12525
2019-01-02 18:30:00,17.5977,-45.8706,4.583,2.332,0.89,2.52583,-0.472252,1.98736
2019-01-02 19:00:00,16.353,-40.4398,4.28,1.932,0.485,2.5317,-0.519045,1.94013
2019-01-02 19:30:00,17.5977,-44.6529,4.526,2.205,0.505,2.55437,-0.508515,1.97854
2019-01-02 20:00:00,16.0372,-40.45,4.41,2.323,0.965,2.5317,-0.501528,1.96064
2019-01-02 20:30:00,15.8235,-40.4398,4.153,2.019,0.35,2.5317,-0.536099,1.92006
2019-01-02 21:00:00,17.3405,-45.5563,5.526,3.719,0.63,2.52583,-0.342796,2.13078
2019-01-02 21:30:00,20.5169,-56.4798,6.481,4.683,0.32,2.45652,-0.234509,2.28799
2019-01-02 22:00:00,22.3711,-58.5491,6.795,4.652,0.3,2.49318,-0.20968,2.34127
2019-01-02 22:30:00,22.6116,-59.4201,6.996,4.543,0.265,2.52477,-0.205358,2.37568
2019-01-02 23:00:00,22.6116,-60.0509,7.136,4.629,0.135,2.54346,-0.197079,2.39979
2019-01-02 23:30:00,25.6278,-62.6313,7.438,4.84,0.105,2.62342,-0.213751,2.45219
2019-01-03 00:00:00,23.5644,-61.1997,7.231,4.233,0.0,2.5609,-0.196103,2.41621
2019-01-03 00:30:00,22.3984,-59.3285,6.943,4.034,0.025,2.51022,-0.198794,2.36658
2019-01-03 01:00:00,20.3956,-58.0708,6.427,3.466,0.445,2.46074,-0.242927,2.27889
2019-01-03 01:30:00,17.3405,-45.5563,5.45,1.628,0.0,2.52583,-0.353345,2.1206
2019-01-03 02:00:00,16.4155,-45.8706,5.046,1.016,0.0,2.52583,-0.409082,2.05974
2019-01-03 02:30:00,17.202,-45.8706,4.614,0.571,0.02,2.52583,-0.468047,1.99217
2019-01-03 03:00:00,16.6896,-41.2297,4.319,0.375,0.0,2.5317,-0.513797,1.94632
2019-01-03 03:30:00,17.0634,-45.0556,5.29,0.888,0.0,2.52583,-0.375487,2.0984
2019-01-03 04:00:00,17.2471,-45.8706,4.753,0.563,0.115,2.52583,-0.449147,2.01379
2019-01-03 04:30:00,17.2471,-45.8706,4.63,0.294,0.0,2.52583,-0.465874,1.99465
2019-01-03 05:00:00,17.2471,-45.8706,4.801,0.339,0.185,2.52583,-0.442604,2.02128
2019-01-03 05:30:00,17.2471,-45.8706,4.782,0.501,0.04,2.52583,-0.445195,2.01831
2019-01-03 06:00:00,17.0634,-45.0556,5.295,0.58,0.0,2.52583,-0.374796,2.09919
2019-01-03 06:30:00,17.3405,-45.5563,5.561,0.654,0.0,2.52583,-0.337931,2.13647
2019-01-03 07:00:00,16.9381,-46.6511,5.694,0.497,0.0,2.5267,-0.336938,2.15816
2019-01-03 07:30:00,16.2186,-52.0309,6.175,0.613,0.2,2.42395,-0.240359,2.23664
2019-01-03 08:00:00,17.3859,-53.7547,6.279,0.657,2.47,2.43759,-0.218322,2.25403
2019-01-03 08:30:00,16.403,-54.1046,6.341,0.536,11.15,2.38997,-0.162903,2.26443
2019-01-03 09:00:00,16.5008,-53.1203,6.47,0.48,16.195,2.39143,-0.125763,2.28614
2019-01-03 09:30:00,16.2302,-45.5858,6.684,0.585,30.595,2.26963,0.0326745,2.32237
2019-01-03 10:00:00,15.9898,-43.85,6.733,0.672,39.27,1.89665,0.330014,2.3307
2019-01-03 10:30:00,15.0051,-42.2504,6.641,0.592,47.165,1.87022,0.310591,2.31506
2019-01-03 11:00:00,7.51652,-28.5186,6.87,0.888,57.9,-0.293824,2.63692,2.35408
2019-01-03 11:30:00,23.8571,-17.4908,7.316,1.09,77.23,-2.25273,4.68539,2.43096
2019-01-03 12:00:00,5.97896,-22.5181,7.379,0.89,63.11,-0.667429,3.10481,2.44191
2019-01-03 12:30:00,29.2802,-16.2045,7.304,0.949,81.765,-2.54219,4.88824,2.42887
2019-01-03 13:00:00,28.87,-12.2314,7.659,1.517,82.76,-2.72267,5.15234,2.48828
2019-01-03 13:30:00,23.2541,-13.7369,7.854,1.713,75.555,-2.42577,4.95053,2.51791
2019-01-03 14:00:00,12.6507,-18.1228,8.285,2.13,67.36,-2.01017,4.63634,2.58132
2019-01-03 14:30:00,5.75452,-23.1838,8.444,2.452,57.22,-0.859786,3.39731,2.60507
2019-01-03 15:00:00,9.6694,-41.7547,8.602,2.862,35.875,1.46677,0.992274,2.62874
2019-01-03 15:30:00,9.97497,-45.2246,9.028,3.138,26.55,1.81636,0.728786,2.69296
2019-01-03 16:00:00,9.245,-26.0,8.96,2.974,10.29,2.41419,0.232896,2.68267
2019-01-03 16:30:00,18.942,-42.87,9.141,3.069,1.165,1.704,0.713702,2.71008
2019-01-03 17:00:00,18.504,-38.526,9.184,3.035,0.19,1.065,1.65161,2.71661
2019-01-03 17:30:00,26.711,-60.237,9.085,2.936,0.0,2.436,0.265592,2.70159
2019-01-03 18:00:00,19.425,-50.348,9.095,2.941,0.0,2.165,0.538108,2.70311
2019-01-03 18:30:00,10.025,-31.376,8.872,2.728,0.0,2.479,0.190379,2.66938
2019-01-03 19:00:00,20.47,-15.58,8.625,2.478,0.06,1.78,0.845874,2.6322
2019-01-03 19:30:00,20.8515,-20.111,8.505,2.653,0.085,1.528,1.05647,2.6142
2019-01-03 20:00:00,18.22,-18.138,8.393,2.884,0.16,1.279,1.28823,2.59744
2019-01-03 20:30:00,16.329,-38.703,8.19,2.875,0.0,2.558,0.0138152,2.56717
2019-01-03 21:00:00,10.082,-41.84,8.21,2.79,0.0,1.967,0.600864,2.57015
2019-01-03 21:30:00,54.569,-67.561,8.662,3.556,0.0,2.018,0.619754,2.63775
2019-01-03 22:00:00,25.395,-50.554,9.053,4.312,0.0,2.189,0.507745,2.69674
2019-01-03 22:30:00,39.847,-41.706,8.898,4.421,0.115,2.41419,0.223761,2.6733
2019-01-03 23:00:00,19.8631,-55.4005,8.226,3.503,0.605,2.29174,0.248728,2.57253
2019-01-03 23:30:00,16.8165,-51.9457,6.513,1.443,0.19,2.43076,-0.140013,2.29339
2019-01-04 00:00:00,20.16,-81.777,6.165,1.018,0.0,2.38619,-0.14467,2.23498
2019-01-04 00:30:00,16.759,-72.799,6.345,1.146,0.0,1.83,0.4351,2.2651
2019-01-04 01:00:00,14.243,-47.0114,5.998,0.769,0.0,2.32939,-0.106119,2.20815
2019-01-04 01:30:00,14.9582,-44.4878,5.854,0.56,0.1,2.3645,-0.160901,2.1844
2019-01-04 02:00:00,12.9614,-43.9668,5.958,0.485,0.0,2.28085,-0.0737696,2.20154
2019-01-04 02:30:00,15.0398,9.721,6.178,0.506,0.0,2.29258,-0.0735049,2.23714
2019-01-04 03:00:00,14.0102,-45.977,6.122,0.538,0.155,0.744,1.48368,2.22781
2019-01-04 03:30:00,-9.256,-20.053,5.989,0.504,0.0,1.153,1.03957,2.20666
2019-01-04 04:00:00,13.4297,-45.3019,6.05,0.461,0.005,2.23578,-0.0223653,2.21675
2019-01-04 04:30:00,13.6211,-49.932,6.081,0.48,0.0,2.967,-0.745272,2.22173
2019-01-04 05:00:00,13.4297,-44.9662,6.037,0.492,0.0,2.17443,0.0214345,2.2146
2019-01-04 05:30:00,13.6211,-44.9662,6.088,0.498,0.0,2.17443,0.0303416,2.22274
2019-01-04 06:00:00,13.195,-31.523,6.259,0.579,0.0,2.25875,-0.0366898,2.25068
2019-01-04 06:30:00,13.195,-21.575,6.263,0.564,0.0,1.948,0.288712,2.25135
2019-01-04 07:00:00,-12.57,-12.41,6.311,0.631,0.0,0.597,1.647,2.2594
2019-01-04 07:30:00,-5.682,-24.89,6.396,0.692,0.495,1.556,0.702956,2.27367
2019-01-04 08:00:00,-15.596,-25.078,6.534,0.826,8.535,1.17,1.11966,2.29694
2019-01-04 08:30:00,-4.117,-28.013,6.556,0.911,10.835,1.015,1.27844,2.30066
2019-01-04 09:00:00,15.7028,-32.512,6.652,1.011,44.295,1.73464,0.346602,2.31693
2019-01-04 09:30:00,19.416,-33.729,6.874,1.358,70.075,-2.979,5.33376,2.35476
2019-01-04 10:00:00,-28.091,-2.112,6.893,1.391,50.7,-1.116,3.47401,2.35801
2019-01-04 10:30:00,7.11238,-30.173,6.59,1.041,53.105,-0.1587,2.21847,2.30642
2019-01-04 11:00:00,46.7408,2.30325,6.619,0.666,161.28,-3.3064,5.46218,2.31133
2019-01-04 11:30:00,43.6316,4.15925,7.524,1.456,228.38,-6.47,8.61302,2.46721
2019-01-04 12:00:00,35.2375,8.96486,8.159,2.127,202.325,-5.34029,7.58761,2.56256
2019-01-04 12:30:00,61.625,10.27,8.209,2.084,143.62,-3.37414,5.92869,2.57
2019-01-04 13:00:00,43.5903,27.967,8.229,2.036,111.685,-4.406,6.68256,2.57298
2019-01-04 13:30:00,-21.299,6.79,8.046,1.943,80.645,-1.091,3.65164,2.54577
2019-01-04 14:00:00,18.538,2.726,8.115,1.861,72.075,-2.421,4.69992,2.55602
2019-01-04 14:30:00,15.9963,1.4,8.034,1.791,49.855,1.21921,1.05246,2.54399
2019-01-04 15:00:00,7.187,0.599,7.992,1.477,40.07,1.58884,0.69625,2.53777
2019-01-04 15:30:00,13.725,-49.6496,7.873,1.35,19.76,2.15587,0.29502,2.52024
2019-01-04 16:00:00,14.9415,-1.863,7.611,0.925,4.72,2.23455,0.18242,2.47998
2019-01-04 16:30:00,-0.928,-48.0089,7.386,0.819,0.74,2.29727,0.0622525,2.44313
2019-01-04 17:00:00,-4.164,-47.8432,7.104,0.812,0.08,2.28856,0.0522783,2.39427
2019-01-04 17:30:00,-17.236,-47.4034,6.883,0.656,0.0,2.27886,0.0206983,2.3563
2019-01-04 18:00:00,14.0426,-46.991,6.703,0.479,0.0,2.27062,0.00175261,2.32559
2019-01-04 18:30:00,-1.691,-47.6797,6.409,0.411,0.0,2.24566,-0.0107586,2.27586
2019-01-04 19:00:00,12.7953,-46.49,6.231,0.398,0.0,2.2249,-0.0332456,2.246
2019-01-04 19:30:00,-3.834,-41.9187,5.907,0.446,0.0,2.20385,-0.0292265,2.19355
2019-01-04 20:00:00,0.741,-2.419,5.535,0.347,0.0,2.21834,-0.109151,2.13306
2019-01-04 20:30:00,14.8136,-40.2792,5.118,0.411,0.0,2.38624,-0.313422,2.07158
2019-01-04 21:00:00,-14.266,-40.7397,4.767,0.445,0.0,2.51219,-0.451122,2.01659
2019-01-04 21:30:00,15.5061,-41.2902,4.554,0.405,0.0,2.50132,-0.461771,1.98362
2019-01-04 22:00:00,14.7112,-37.3897,4.336,0.359,0.0,2.50161,-0.481662,1.94902
2019-01-04 22:30:00,14.5715,-36.4883,4.277,0.416,0.0,2.50676,-0.494746,1.94052
2019-01-04 23:00:00,15.4315,-12.355,3.866,0.359,0.0,2.5679,-0.616151,1.87676
2019-01-04 23:30:00,14.0871,-36.2831,4.035,0.483,0.0,0.775,0.762648,1.90404
2019-01-05 00:00:00,-3.224,-38.2199,3.567,0.336,0.0,2.69889,-0.809315,1.83209
2019-01-05 00:30:00,5.203,-17.737,3.693,0.506,0.0,2.61456,-0.699206,1.85236
2019-01-05 01:00:00,14.3579,-37.5113,3.68,0.583,0.0,2.62162,-0.707975,1.85117
2019-01-05 01:30:00,0.993,-9.312,2.921,0.379,0.0,2.49878,-0.797081,1.73633
2019-01-05 02:00:00,-3.667,-36.1251,4.024,0.905,0.0,2.5987,-0.620381,1.90486
2019-01-05 02:30:00,13.8423,-38.8208,3.728,1.007,0.0,2.71727,-0.797054,1.85932
2019-01-05 03:00:00,-0.775,-40.3553,3.433,0.642,0.0,2.87764,-1.06802,1.81534
2019-01-05 03:30:00,11.8073,-39.9991,3.223,0.76,0.0,3.00112,-1.21801,1.78449
2019-01-05 04:00:00,13.0844,-40.435,3.425,0.935,0.0,2.94492,-1.12555,1.81487
2019-01-05 04:30:00,-1.299,6.812,3.329,0.753,0.0,2.94492,-1.13687,1.80092
2019-01-05 05:00:00,-1.42,-39.7161,3.622,0.869,0.0,2.94083,-1.22878,1.84694
2019-01-05 05:30:00,-5.255,-5.421,3.183,0.777,0.3,2.97463,-1.19923,1.78019
2019-01-05 06:00:00,9.118,-38.491,3.994,1.287,0.005,2.57123,-0.640758,1.90688
2019-01-05 06:30:00,15.178,-47.867,4.997,1.975,0.335,5.156,-3.08635,2.06965
2019-01-05 07:00:00,71.481,-159.17,5.59,2.442,0.39,9.255,-7.09464,2.16036
2019-01-05 07:30:00,13.0638,-46.673,6.207,2.959,1.795,2.26175,-0.0401341,2.25363
2019-01-05 08:00:00,33.893,-63.14,5.936,2.895,13.27,5.44,-3.21436,2.21275
2019-01-05 08:30:00,11.457,-19.805,6.612,3.417,31.24,2.12187,0.125228,2.32217
2019-01-05 09:00:00,27.864,-36.652,7.697,4.377,43.045,1.58556,0.66575,2.50344
2019-01-05 09:30:00,49.748,-29.849,8.11,4.75,141.435,-3.176,5.70112,2.57062
2019-01-05 10:00:00,80.211,-6.423,8.418,4.54,211.315,-4.934,7.53964,2.62072
2019-01-05 10:30:00,75.9591,-37.536,9.338,4.973,220.795,-11.547,14.014,2.76234
2019-01-05 11:00:00,120.612,-41.745,9.502,5.931,100.345,-4.542,7.3264,2.78929
2019-01-05 11:30:00,187.956,-54.531,9.389,5.673,117.19,-8.393,11.1628,2.77361
2019-01-05 12:00:00,55.039,-11.841,9.152,5.762,99.13,-2.6,5.33892,2.73892
2019-01-05 12:30:00,61.8,-5.383,8.789,4.836,128.175,-3.142,5.82834,2.68515
2019-01-05 13:00:00,78.039,-12.675,9.014,5.227,120.995,-3.601,6.32207,2.72107
2019-01-05 13:30:00,49.531,-9.023,8.54,4.685,63.935,-0.132,2.7984,2.65005
2019-01-05 14:00:00,31.354,-13.422,8.315,4.356,42.065,-1.035,3.35489,2.60876
2019-01-05 14:30:00,17.569,-51.6205,8.073,4.013,17.47,2.19836,0.272275,2.57111
2019-01-05 15:00:00,22.471,-23.6303,7.828,4.128,56.345,-0.582,3.12214,2.53292
2019-01-05 15:30:00,43.1302,-17.6466,8.729,4.956,107.165,-2.28213,4.93553,2.68535
2019-01-05 16:00:00,60.509,-81.896,9.068,5.869,12.58,2.14349,0.389349,2.73988
2019-01-05 16:30:00,20.6743,-146.422,8.814,5.948,1.03,3.015,-0.313679,2.70132
2019-01-05 17:00:00,76.231,-113.272,8.447,5.766,0.0,2.736,-0.0978925,2.63811
2019-01-05 17:30:00,63.763,-89.165,9.665,6.685,0.0,2.644,0.193165,2.83716
2019-01-05 18:00:00,69.321,-98.065,9.255,6.347,0.355,3.078,-0.302373,2.77563
2019-01-05 18:30:00,87.319,-115.949,9.784,6.8,0.0,3.755,-0.89575,2.85925
2019-01-05 19:00:00,60.506,-109.254,9.697,6.578,0.0,3.347,-0.499596,2.8474
2019-01-05 19:30:00,62.168,-99.916,9.795,6.627,0.0,4.037,-1.17251,2.86449
2019-01-05 20:00:00,19.6365,-114.667,9.605,5.991,0.0,3.611,-0.774476,2.83652
2019-01-05 20:30:00,16.5664,-95.397,8.653,4.608,3.2,3.554,-0.874948,2.67905
2019-01-05 21:00:00,15.4171,-48.3756,7.084,2.246,0.0,2.29723,0.0794002,2.41517
2019-01-05 21:30:00,10.0144,-55.664,5.918,1.119,0.0,2.22483,-0.0284523,2.22353
2019-01-05 22:00:00,15.3245,-109.188,7.043,2.021,0.0,1.527,0.88157,2.40897
2019-01-05 22:30:00,88.928,-171.719,7.001,2.266,0.15,4.768,-2.36585,2.40215
2019-01-05 23:00:00,15.2256,-88.746,6.912,2.259,0.155,1.089,1.29822,2.38722
2019-01-05 23:30:00,42.976,-41.871,6.361,2.079,0.0,2.201,0.0924447,2.29344
2019-01-06 00:00:00,27.127,-36.207,5.74,1.852,0.395,2.096,0.100994,2.19699
2019-01-06 00:30:00,10.955,-32.721,5.269,1.56,0.245,2.487,-0.35981,2.12719
2019-01-06 01:00:00,11.9615,-30.284,4.756,1.142,0.0,1.98,0.0722809,2.05228
2019-01-06 01:30:00,9.202,-61.689,4.301,0.881,0.0,2.279,-0.292162,1.98684
2019-01-06 02:00:00,11.0324,-37.198,3.993,0.724,0.0,1.637,0.303418,1.94042
2019-01-06 02:30:00,10.9544,-34.6549,3.797,0.552,0.0,2.51308,-0.580797,1.90987
2019-01-06 03:00:00,9.22568,-34.4924,3.228,0.419,0.0,2.56908,-0.736767,1.82102
2019-01-06 03:30:00,7.10093,-30.5863,2.981,0.385,0.0,2.38448,-0.563814,1.78357
2019-01-06 04:00:00,11.561,-39.1168,4.55,1.854,0.0,2.33475,-0.363546,2.02264
2019-01-06 04:30:00,11.561,-39.1168,4.542,1.853,0.0,2.33475,-0.364411,2.02151
2019-01-06 05:00:00,11.561,-39.2148,4.535,1.853,0.0,2.35017,-0.36989,2.02052
2019-01-06 05:30:00,11.5537,-39.3267,4.528,1.852,0.0,2.36916,-0.388214,2.01954
2019-01-06 06:00:00,11.5121,-39.2389,4.521,1.852,0.0,2.35599,-0.385635,2.01855
2019-01-06 06:30:00,11.4542,-39.0901,4.513,1.851,0.0,2.33291,-0.373704,2.01742
2019-01-06 07:00:00,11.3909,-38.9188,4.506,1.851,0.0,2.31372,-0.360293,2.01643
2019-01-06 07:30:00,33.0022,-72.4955,2.722,0.19,0.0,6.617,-4.92065,1.74999
2019-01-06 08:00:00,36.1737,-69.6917,2.656,0.199,0.056,7.3475,-5.60682,1.74068
2019-01-06 08:30:00,30.7405,-37.3615,2.82,0.286,0.136,1.2404,0.526106,1.76651
2019-01-06 09:00:00,40.6346,-31.1738,2.983,0.372,15.697,0.253,1.53939,1.79239
2019-01-06 09:30:00,42.32,-26.053,2.892,0.334,20.483,-8.2405,9.75051,1.77911
2019-01-06 10:00:00,69.6087,-30.441,2.801,0.296,55.997,-7.00767,8.50615,1.76588
2019-01-06 10:30:00,109.632,-34.0168,1.345,0.347,32.598,-7.354,8.66855,1.5505
2019-01-06 11:00:00,3.2909,-18.819,1.556,0.389,35.09,1.32136,0.0194715,1.58157
2019-01-06 11:30:00,-0.8002,-10.5178,1.135,0.304,30.105,0.879,0.475408,1.52189
2019-01-06 12:00:00,11.6793,-38.8625,0.293,0.206,71.105,2.798,-1.45086,1.40562
2019-01-06 12:30:00,11.4158,-25.097,0.676,0.162,71.245,2.798,-1.40036,1.4588
2019-01-06 13:00:00,12.3164,-25.097,1.171,0.178,85.955,2.798,-1.33359,1.52898
2019-01-06 13:30:00,6.55033,-16.0675,1.755,0.202,68.705,2.027,-0.392672,1.614
2019-01-06 14:00:00,5.26742,-20.0374,2.405,0.421,47.65,0.820083,0.72497,1.71151
2019-01-06 14:30:00,2.36856,-15.9303,2.343,0.407,24.885,0.813875,0.74203,1.70287
2019-01-06 15:00:00,3.12726,-23.1111,1.931,0.333,17.075,1.95305,-0.561041,1.64202
2019-01-06 15:30:00,3.16639,-24.7108,2.329,0.339,12.05,1.90217,-0.336901,1.70222
2019-01-06 16:00:00,6.74744,-29.2839,2.804,0.443,9.595,2.18043,-0.496449,1.77547
2019-01-06 16:30:00,6.56701,-29.3003,2.966,0.55,0.44,2.15056,-0.44445,1.80083
2019-01-06 17:00:00,6.56701,-29.3003,2.988,0.629,0.0,2.15056,-0.440933,1.80385
2019-01-06 17:30:00,6.62956,-29.6197,2.88,0.72,0.0,2.15056,-0.451262,1.78913
2019-01-06 18:00:00,4.45605,-27.2347,2.64,0.695,0.0,2.14583,-0.424351,1.75326
